istat_code,municipality,sea_coast_km,lake_coast_km,protected_areas_sqkm,museums,architectural_features,sports_facilities,nature_based,theme_parks,nightlife,public_transport_points,airport_straight_km
17117,Nave,0.0,0.0,0.345,1,12,38,24,0,0,31,18.324
17118,Niardo,0.0,0.0,20.464,0,0,13,5,0,0,6,59.057
17119,Nuvolento,0.0,0.0,0.004,0,0,14,0,0,0,4,13.39
17120,Nuvolera,0.0,0.0,3.089,0,6,24,3,0,0,4,12.144
17121,Odolo,0.0,0.0,0.0,0,0,2,5,0,0,9,23.879
17122,Offlaga,0.0,0.374,0.0,0,0,4,2,0,0,1,17.917
17123,Ome,0.0,0.0,0.025,2,0,9,1,0,0,8,27.613
17124,Ono San Pietro,0.0,0.073,0.0,0,0,2,4,0,0,0,60.745
17125,Orzinuovi,0.0,0.0,10.574,0,2,44,0,0,19,21,31.011
17126,Orzivecchi,0.0,0.0,0.0,0,0,3,0,0,0,4,28.692
17127,Ospitaletto,0.0,0.0,0.0,0,1,22,0,0,3,12,24.233
17128,Ossimo,0.0,0.0,0.024,2,1,6,6,0,1,2,52.191
17129,Padenghe sul Garda,0.0,4.079,0.0,0,1,173,8,0,1,12,19.087
17130,Paderno Franciacorta,0.0,0.0,0.0,0,1,72,0,0,2,2,25.846
17131,Paisco Loveno,0.0,0.35,0.405,0,0,2,11,0,1,0,60.684
17132,Paitone,0.0,0.039,0.0,0,2,13,1,0,0,2,16.43
17133,Palazzolo sull'Oglio,0.0,0.0,3.191,2,3,60,0,1,18,27,16.737
17134,Paratico,0.0,3.769,1.459,0,11,17,0,1,5,12,19.554
17135,Paspardo,0.0,0.0,11.274,1,0,3,6,0,0,0,66.729
17136,Passirano,0.0,0.0,0.0,0,3,96,1,0,1,3,28.333
17137,Pavone del Mella,0.0,0.0,0.0,0,0,14,0,0,3,7,16.448
17138,San Paolo,0.0,0.506,0.719,0,0,20,0,0,2,6,24.35
17139,Pertica Alta,0.0,0.0,0.0,0,1,2,4,0,0,11,34.912
17140,Pertica Bassa,0.0,0.0,0.0,1,1,1,12,0,0,8,37.117
17141,Pezzaze,0.0,0.0,0.0,2,8,3,8,0,0,17,40.073
17142,Pian Camuno,0.0,0.0,0.0,0,0,43,1,0,2,9,39.551
17143,Pisogne,0.0,6.457,0.0,0,7,34,26,0,6,10,36.297
17144,Polaveno,0.0,0.0,0.0,0,3,6,6,0,0,19,30.256
17145,Polpenazze del Garda,0.0,0.0,0.0,0,0,40,5,0,1,0,18.693
17146,Pompiano,0.0,0.0,0.0,0,0,8,0,0,0,5,26.377
17147,Poncarale,0.0,0.0,3.573,0,0,18,0,0,1,24,11.995
17148,Ponte di Legno,0.0,4.357,43.536,2,13,120,41,0,7,10,64.882
17149,Pontevico,0.0,0.0,10.213,0,1,39,2,0,2,8,24.336
17150,Pontoglio,0.0,0.0,5.542,0,0,81,0,0,1,8,16.778
17151,Pozzolengo,0.0,0.347,0.0,0,2,36,0,0,3,2,20.762
17152,Pralboino,0.0,0.0,0.033,0,2,12,0,0,0,5,19.763
17153,Preseglie,0.0,0.0,0.0,0,1,8,3,0,1,5,27.068
17155,Prevalle,0.0,0.0,0.0,0,0,8,1,0,1,8,14.656
17156,Provaglio d'Iseo,0.0,0.0,1.272,0,5,38,3,0,7,12,27.324
17157,Provaglio Val Sabbia,0.0,0.0,0.0,0,0,2,6,0,0,7,30.104
17158,Puegnago del Garda,0.0,2.429,0.091,0,1,38,12,0,1,7,21.23
17159,Quinzano d'Oglio,0.0,0.251,8.055,0,0,10,0,0,1,5,28.56
17160,Remedello,0.0,0.0,0.0,1,0,8,0,0,3,15,17.331
17161,Rezzato,0.0,0.0,4.12,1,8,50,8,1,6,38,8.964
17162,Roccafranca,0.0,0.0,4.192,0,1,5,0,0,5,10,29.065
17163,Rodengo Saiano,0.0,0.0,3.249,1,11,89,11,0,6,15,25.145
17164,Roè Volciano,0.0,0.0,0.119,0,1,20,7,0,3,6,24.734
17165,Roncadelle,0.0,0.0,0.0,0,1,29,0,0,16,25,18.861
17166,Rovato,0.0,0.0,0.0,0,2,93,2,0,3,19,27.427
17167,Rudiano,0.0,0.0,3.074,0,1,6,0,0,0,6,24.956
17168,Sabbio Chiese,0.0,0.03,0.0,0,1,6,6,0,1,9,25.239
17169,Sale Marasino,0.0,4.002,0.0,0,3,9,12,0,3,5,33.058
17170,Salò,0.0,9.162,25.121,1,4,117,17,0,10,23,25.88
17171,San Felice del Benaco,0.0,11.165,0.018,0,0,316,9,2,1,7,26.294
17172,San Gervasio Bresciano,0.0,0.533,0.0,0,0,16,0,1,0,4,19.948
17173,San Zeno Naviglio,0.0,0.0,0.015,0,0,25,0,0,6,23,11.141
17174,Sarezzo,0.0,0.0,0.0,1,7,25,28,0,4,22,28.14
17175,Saviore dell'Adamello,0.0,0.609,84.983,0,0,5,24,0,0,5,75.054
17176,Sellero,0.0,0.0,0.022,1,0,4,2,0,0,8,65.046
17177,Seniga,0.0,0.0,7.842,0,1,1,0,0,1,6,23.133
17178,Serle,0.0,0.0,5.219,0,2,5,17,0,0,17,16.885
17179,Sirmione,0.0,16.566,0.015,2,3,361,2,0,22,31,23.018
17180,Soiano del Lago,0.0,0.0,0.0,0,1,104,0,0,1,0,17.943
17181,Sonico,0.0,0.0,55.858,0,1,2,20,0,0,6,75.396
17182,Sulzano,0.0,3.709,0.0,0,1,20,2,0,6,7,31.311
17183,Tavernole sul Mella,0.0,0.0,0.0,1,5,2,9,0,1,17,37.045
17184,Temù,0.0,0.44,20.676,1,1,22,15,0,4,6,68.943
17185,Tignale,0.0,5.616,45.599,2,0,91,26,1,5,18,41.438
17186,Torbole Casaglia,0.0,0.0,0.0,0,0,16,0,0,8,14,19.105
17187,Toscolano-Maderno,0.0,9.972,58.252,1,1,117,80,0,7,14,33.429
17188,Travagliato,0.0,0.0,0.0,0,9,40,1,0,7,15,22.338
17189,Tremosine sul Garda,0.0,7.612,72.551,1,3,147,53,0,5,44,46.407
17190,Trenzano,0.0,0.0,0.0,0,1,6,0,0,1,15,26.224
17191,Treviso Bresciano,0.0,0.0,0.0,0,0,1,7,0,0,6,33.434
17192,Urago d'Oglio,0.0,0.0,3.495,0,1,6,0,0,1,4,21.241
17193,Vallio Terme,0.0,0.0,0.063,0,0,13,5,0,0,7,20.887
17194,Valvestino,0.0,2.111,30.836,1,1,3,27,0,2,6,42.389
17195,Verolanuova,0.0,0.0,2.245,0,2,20,1,0,5,14,22.096
17196,Verolavecchia,0.0,0.0,5.191,0,1,4,1,0,0,2,25.433
17197,Vestone,0.0,0.0,0.0,1,2,5,9,0,7,12,31.788
17198,Vezza d'Oglio,0.0,1.661,10.839,2,1,5,9,0,5,3,74.633
17199,Villa Carcina,0.0,0.0,0.0,0,6,16,37,0,2,10,25.586
17200,Villachiara,0.0,0.0,8.974,0,3,2,0,0,0,9,33.347
17201,Villanuova sul Clisi,0.0,0.0,0.0,0,1,62,6,0,3,3,22.766
17202,Vione,0.0,0.0,9.445,1,3,4,21,0,1,3,71.575
17203,Visano,0.0,0.0,0.0,0,0,53,0,0,0,12,13.126
17204,Vobarno,0.0,0.0,1.734,0,0,14,32,0,2,17,30.138
17205,Zone,0.0,0.0,0.263,0,2,10,33,0,3,3,34.42
17206,Piancogno,0.0,0.0,0.0,0,6,35,10,0,2,13,47.746
18001,Alagna,0.0,0.0,0.124,0,3,17,0,0,0,0,42.872
18003,Albonese,0.0,0.0,0.0,0,2,8,0,0,0,1,37.82
18004,Albuzzano,0.0,0.0,0.092,0,0,23,0,0,5,1,28.397
18005,Arena Po,0.0,0.0,0.0,0,1,21,1,0,0,3,40.887
18006,Badia Pavese,0.0,0.0,0.0,0,0,4,0,0,0,1,38.569
18007,Bagnaria,0.0,0.0,0.0,0,1,8,7,0,2,3,51.244
18008,Barbianello,0.0,0.0,0.0,0,0,18,0,0,1,2,41.255
18009,Bascapè,0.0,0.0,0.095,0,0,17,1,0,0,1,16.178
18011,Bastida Pancarana,0.0,0.0,0.0,0,0,8,0,0,0,1,41.163
18012,Battuda,0.0,0.0,0.0,0,0,19,0,0,0,0,24.831
18013,Belgioioso,0.0,0.0,0.492,0,4,27,0,0,4,1,33.123
18014,Bereguardo,0.0,0.0,17.567,0,5,31,2,0,4,0,29.265
18015,Borgarello,0.0,0.0,0.018,0,0,26,1,0,0,1,24.545
18016,Borgo Priolo,0.0,0.854,0.0,0,1,36,1,0,1,6,55.263
18017,Borgoratto Mormorolo,0.0,0.0,0.0,0,0,6,10,0,0,8,56.105
18018,Borgo San Siro,0.0,0.0,18.027,0,0,8,1,0,0,0,34.983
18019,Bornasco,0.0,0.0,0.029,0,0,9,2,0,1,3,20.212
18020,Bosnasco,0.0,0.0,0.0,0,0,11,1,0,0,0,43.602
18021,Brallo di Pregola,0.0,0.0,0.0,0,1,38,32,0,1,0,48.739
18022,Breme,0.0,0.0,0.668,1,1,8,1,0,1,1,55.817
18023,Bressana Bottarone,0.0,0.0,0.128,0,2,38,1,0,0,4,41.736
18024,Broni,0.0,0.0,0.0,0,0,60,1,0,2,7,41.559
18025,Calvignano,0.0,0.0,0.0,0,1,9,0,0,0,0,51.836
18026,Campospinoso Albaredo,0.0,0.0,0.092,0,0,13,1,0,0,1,37.383
18027,Candia Lomellina,0.0,0.0,0.383,0,0,15,1,0,1,2,51.652
18029,Canneto Pavese,0.0,0.0,0.0,0,1,25,0,0,0,0,44.126
18030,Carbonara al Ticino,0.0,0.0,14.355,0,0,9,1,0,1,0,33.21
18031,Casanova Lonati,0.0,0.0,0.0,0,0,6,0,0,0,0,39.14
18032,Casatisma,0.0,0.137,0.0,0,0,6,0,0,0,0,44.94
18033,Casei Gerola,0.0,0.0,0.808,1,2,16,1,0,2,1,54.883
18034,Casorate Primo,0.0,0.0,0.524,0,0,53,1,0,0,0,25.29
18035,Cassolnovo,0.0,0.0,31.284,0,9,28,0,0,0,10,29.714
18036,Castana,0.0,0.0,0.0,0,0,17,0,0,0,1,46.728
18037,Casteggio,0.0,0.0,0.0,1,3,63,0,0,3,4,49.528
18038,Castelletto di Branduzzo,0.0,2.878,0.001,0,2,14,0,0,0,1,44.286
18039,Castello d'Agogna,0.0,0.0,0.0,0,0,19,0,0,0,0,44.491
18040,Castelnovetto,0.0,0.0,0.0,0,0,9,1,0,0,0,42.1
18041,Cava Manara,0.0,0.0,0.392,0,0,81,0,0,0,18,37.181
18042,Cecima,0.0,0.0,0.0,0,0,5,5,0,0,1,51.426
18043,Ceranova,0.0,0.0,0.0,0,0,14,0,0,0,0,20.979
18044,Ceretto Lomellina,0.0,0.0,0.0,0,0,2,0,0,0,0,42.397
18045,Cergnago,0.0,0.0,0.0,0,1,6,0,0,1,0,47.993
18046,Certosa di Pavia,0.0,0.0,0.106,1,0,26,1,0,2,1,24.466
18047,Cervesina,0.0,0.0,0.0,0,2,7,0,0,0,1,46.805
18048,Chignolo Po,0.0,0.0,0.0,1,1,40,0,0,3,9,37.609
18049,Cigognola,0.0,0.0,0.0,0,1,24,0,0,1,1,45.194
18050,Cilavegna,0.0,0.0,0.03,0,1,16,0,1,1,4,36.013
18051,Codevilla,0.0,0.0,0.0,0,2,19,0,0,1,0,55.838
18052,Confienza,0.0,0.0,0.0,0,4,6,0,0,0,0,34.855
18053,Copiano,0.0,0.0,0.0,0,0,12,0,0,1,0,28.045
18054,Corana,0.0,0.0,0.0,0,0,6,0,0,0,2,48.03
18057,Corvino San Quirico,0.0,0.0,0.0,0,0,19,0,0,0,10,48.393
18058,Costa de' Nobili,0.0,0.0,0.0,0,0,3,0,0,0,0,35.743
18059,Cozzo,0.0,0.0,0.0,0,2,0,0,0,0,0,47.751
18060,Cura Carpignano,0.0,0.0,0.21,0,1,25,1,0,0,10,26.562
18061,Dorno,0.0,0.0,0.521,0,1,15,0,0,0,0,41.184
18062,Ferrera Erbognone,0.0,0.0,0.0,0,0,8,0,0,1,2,49.837
18063,Filighera,0.0,0.0,0.0,0,3,6,0,0,1,0,29.783
18064,Fortunago,0.0,0.0,0.0,0,0,19,0,0,0,1,59.497
18065,Frascarolo,0.0,0.0,1.133,1,1,6,2,0,2,0,63.709
18066,Galliavola,0.0,0.0,0.0,0,0,2,0,0,0,0,52.542
18067,Gambarana,0.0,0.0,0.0,0,0,0,0,0,0,0,59.888
18068,Gambolò,0.0,0.0,50.814,0,2,40,2,0,1,13,38.103
18069,Garlasco,0.0,0.0,37.736,0,2,49,1,0,3,5,37.676
18071,Gerenzago,0.0,0.0,0.0,0,1,11,0,0,0,0,28.157
18072,Giussago,0.0,0.0,0.608,0,0,30,3,0,0,4,20.42
18073,Godiasco Salice Terme,0.0,0.0,0.0,0,3,87,7,0,4,2,55.77
18074,Golferenzo,0.0,0.0,0.0,0,0,13,0,0,0,2,53.845
18075,Gravellona Lomellina,0.0,0.0,0.452,0,33,16,1,0,0,4,32.847
18076,Gropello Cairoli,0.0,0.0,25.89,0,0,12,0,0,3,4,36.879
18077,Inverno e Monteleone,0.0,0.0,0.0,0,1,10,0,0,2,0,29.521
18078,Landriano,0.0,0.0,0.283,0,1,20,1,0,3,5,14.949
18079,Langosco,0.0,0.0,0.0,0,2,3,0,0,0,0,47.6
18080,Lardirago,0.0,0.0,0.0,0,2,5,0,0,0,0,22.875
18081,Linarolo,0.0,0.0,12.145,0,0,22,1,0,0,7,32.648
18082,Lirio,0.0,0.0,0.0,0,0,2,0,0,0,0,49.568
18083,Lomello,0.0,0.0,0.341,0,1,6,0,0,2,1,52.284
18084,Lungavilla,0.0,0.0,0.599,0,1,16,1,0,1,3,47.7
18085,Magherno,0.0,0.0,0.0,0,0,16,1,0,0,0,25.413
18086,Marcignago,0.0,0.0,0.251,0,0,14,1,0,0,0,26.261
18087,Marzano,0.0,0.0,0.0,0,0,9,1,0,0,0,21.806
18088,Mede,0.0,0.0,0.387,0,1,13,1,0,12,1,57.033
18089,Menconico,0.0,0.0,3.106,0,0,8,14,0,1,3,55.064
18090,Mezzana Bigli,0.0,0.0,0.058,0,0,8,0,0,0,3,51.864
18091,Mezzana Rabattone,0.0,0.0,0.0,0,0,6,0,0,0,0,42.551
18092,Mezzanino,0.0,0.0,12.321,0,0,11,3,0,0,0,35.559
18093,Miradolo Terme,0.0,0.0,0.313,0,1,27,0,0,3,2,32.96
18094,Montalto Pavese,0.0,0.0,0.0,1,2,20,1,0,1,7,52.074
18095,Montebello della Battaglia,0.0,0.0,0.0,0,1,20,0,0,0,5,50.836
18096,Montecalvo Versiggia,0.0,0.0,0.0,1,1,18,1,0,0,0,51.834
18097,Montescano,0.0,0.0,0.0,0,0,6,0,0,0,0,46.245
18098,Montesegale,0.0,0.0,0.0,0,1,12,4,0,0,0,59.078
18099,Monticelli Pavese,0.0,0.0,0.0,0,0,9,0,0,0,3,41.718
18100,Montù Beccaria,0.0,0.0,0.0,0,0,27,1,0,0,0,46.164
18101,Mornico Losana,0.0,0.0,0.0,0,1,19,3,0,0,0,48.795
18102,Mortara,0.0,0.0,0.15,0,7,42,1,0,1,12,42.211
18103,Nicorvo,0.0,0.0,0.066,0,0,4,1,0,1,1,38.703
18104,Olevano di Lomellina,0.0,0.0,0.0,1,0,3,0,0,0,1,46.841
18105,Oliva Gessi,0.0,0.0,0.0,0,0,8,0,0,0,0,49.692
18106,Ottobiano,0.0,0.0,0.0,0,0,5,1,0,0,0,47.376
18107,Palestro,0.0,0.0,0.0,0,1,9,0,0,0,1,40.2
18108,Pancarana,0.0,0.0,0.0,0,0,5,0,0,0,0,44.595
18109,Parona,0.0,0.0,0.126,0,0,8,0,0,0,3,38.619
18110,Pavia,0.0,0.0,62.708,9,24,208,11,0,52,372,28.622
18111,Pietra de' Giorgi,0.0,0.0,0.0,0,1,7,2,0,3,2,47.567
18112,Pieve Albignola,0.0,0.0,0.0,0,0,4,0,0,0,1,44.704
18113,Pieve del Cairo,0.0,0.0,0.14,0,1,7,0,0,0,1,56.088
18114,Pieve Porto Morone,0.0,0.0,0.0,0,0,20,0,0,1,1,39.942
18115,Pinarolo Po,0.0,0.0,0.0,0,1,26,0,0,0,3,41.231
18116,Pizzale,0.0,0.0,0.009,0,0,9,0,0,0,3,47.629
18117,Ponte Nizza,0.0,0.0,0.0,0,0,15,12,0,1,0,53.635
18118,Portalbera,0.0,0.0,0.0,0,0,8,0,0,0,0,38.825
18119,Rea,0.0,0.0,0.089,0,0,9,0,0,0,0,37.585
18120,Redavalle,0.0,0.0,0.0,0,0,6,0,0,3,1,44.491
18121,Retorbido,0.0,0.0,0.0,0,4,15,0,0,1,3,57.983
18122,Rivanazzano Terme,0.0,0.0,0.0,0,1,102,1,1,5,6,59.227
18123,Robbio,0.0,0.0,3.168,0,8,21,4,0,4,9,37.619
18124,Robecco Pavese,0.0,0.0,0.0,0,0,6,0,0,0,0,45.068
18125,Rocca de' Giorgi,0.0,0.0,0.0,0,1,3,2,0,0,2,54.324
18126,Rocca Susella,0.0,0.0,0.0,0,0,11,1,0,0,0,59.482
18127,Rognano,0.0,0.0,0.583,0,0,5,2,0,0,0,21.947
18128,Romagnese,0.0,0.0,0.037,0,1,9,6,0,2,0,60.402
18129,Roncaro,0.0,0.0,0.0,0,0,27,0,0,0,0,23.961
18130,Rosasco,0.0,0.0,0.0,0,1,12,0,0,0,0,43.654
18131,Rovescala,0.0,0.0,0.0,0,2,11,0,0,0,0,48.74
18133,San Cipriano Po,0.0,0.0,0.0,0,0,9,0,0,1,0,36.779
18134,San Damiano al Colle,0.0,0.0,0.0,0,0,2,0,0,0,2,46.295
18135,San Genesio ed Uniti,0.0,0.0,0.252,0,1,101,2,0,3,13,23.806
18136,San Giorgio di Lomellina,0.0,0.0,0.0,0,0,2,0,0,0,0,48.542
18137,San Martino Siccomario,0.0,0.0,14.191,0,0,29,0,0,4,23,33.919
18138,Sannazzaro de' Burgondi,0.0,0.0,0.0,0,0,14,0,0,1,3,47.705
18139,Santa Cristina e Bissone,0.0,0.0,0.0,0,1,9,0,0,2,1,34.144
18140,Santa Giuletta,0.0,0.0,0.0,1,2,15,4,0,0,9,45.692
18141,Sant'Alessio con Vialone,0.0,0.0,0.077,0,1,29,1,0,0,0,24.686
18142,Santa Margherita di Staffora,0.0,0.082,0.0,0,0,13,16,0,0,8,48.07
18143,Santa Maria della Versa,0.0,0.0,0.0,0,0,40,1,0,0,11,50.757
18144,Sant'Angelo Lomellina,0.0,0.0,0.0,0,0,0,0,0,0,0,43.948
18145,San Zenone al Po,0.0,0.0,0.0,0,0,3,0,0,1,0,37.807
18146,Sartirana Lomellina,0.0,0.0,0.752,0,1,6,1,0,0,1,58.274
18147,Scaldasole,0.0,0.0,0.929,0,1,5,1,0,1,0,45.188
18148,Semiana,0.0,0.0,0.0,0,0,3,0,0,0,0,54.556
18149,Silvano Pietra,0.0,0.0,0.0,0,0,10,0,0,0,0,50.886
18150,Siziano,0.0,0.0,0.163,0,0,44,0,0,6,9,15.441
18151,Sommo,0.0,0.0,0.0,0,0,22,0,0,1,5,38.838
18152,Spessa,0.0,0.0,0.0,0,1,14,0,0,1,0,36.532
18153,Stradella,0.0,0.0,0.0,1,1,65,1,0,8,5,41.052
18154,Suardi,0.0,0.0,0.647,0,0,4,0,0,0,0,62.067
18155,Torrazza Coste,0.0,0.0,0.0,0,0,38,0,0,0,0,55.452
18156,Torre Beretti e Castellaro,0.0,0.0,0.007,0,1,5,0,0,1,2,61.677
18157,Torre d'Arese,0.0,0.0,0.0,0,0,12,0,0,0,1,23.32
18158,Torre de' Negri,0.0,0.0,0.0,0,0,1,1,0,0,0,33.527
18159,Torre d'Isola,0.0,0.0,16.517,0,1,67,2,0,0,6,29.075
18160,Torrevecchia Pia,0.0,0.0,0.0,0,0,17,0,0,3,1,18.695
18161,Torricella Verzate,0.0,0.0,0.0,0,0,22,0,0,1,2,47.532
18162,Travacò Siccomario,0.0,0.0,17.308,0,0,42,2,0,0,26,33.637
18163,Trivolzio,0.0,0.0,0.051,0,0,10,1,0,0,0,26.754
18164,Tromello,0.0,0.0,0.827,0,1,12,2,0,2,1,41.909
18165,Trovo,0.0,0.0,0.373,0,0,10,1,0,1,0,24.999
18166,Val di Nizza,0.0,0.0,0.0,0,4,18,12,0,1,0,57.756
18167,Valeggio,0.0,0.0,0.0,0,2,0,0,0,0,1,45.482
18168,Valle Lomellina,0.0,0.0,0.0,0,1,5,0,0,2,3,52.724
18169,Valle Salimbene,0.0,0.0,7.126,0,1,25,0,0,0,12,31.15
18171,Varzi,0.0,0.0,0.0,1,6,34,20,0,6,10,52.903
18172,Velezzo Lomellina,0.0,0.0,0.0,0,0,1,0,0,0,0,52.29
18173,Vellezzo Bellini,0.0,0.0,0.0,0,1,31,1,0,0,0,23.004
18174,Verretto,0.0,0.0,0.587,0,0,8,1,0,0,4,46.561
18175,Verrua Po,0.0,0.0,0.473,0,0,24,0,0,0,0,37.804
18176,Vidigulfo,0.0,0.0,0.004,0,0,39,0,0,4,4,17.277
18177,Vigevano,0.0,0.0,81.084,6,8,136,7,0,12,14,34.981
18178,Villa Biscossi,0.0,0.0,0.0,0,0,1,0,0,0,0,54.943
18179,Villanova d'Ardenghi,0.0,0.0,6.641,0,0,4,0,0,0,1,35.892
18180,Villanterio,0.0,0.0,0.0,0,0,21,0,0,4,0,25.38
18181,Vistarino,0.0,0.0,0.0,0,0,8,0,0,1,0,26.145
18182,Voghera,0.0,0.0,0.0,3,5,170,0,1,34,21,52.477
18183,Volpara,0.0,0.0,0.0,0,0,8,0,0,0,1,55.34
18184,Zavattarello,0.0,0.925,0.858,1,3,14,4,0,2,3,61.031
18185,Zeccone,0.0,0.0,0.0,0,0,15,1,0,0,3,21.461
18186,Zeme,0.0,0.0,0.173,0,1,10,2,0,0,0,48.705
18187,Zenevredo,0.0,0.0,0.0,0,0,8,0,0,0,1,43.451
18188,Zerbo,0.0,0.0,0.0,0,0,1,0,0,0,0,38.913
18189,Zerbolò,0.0,0.0,37.623,0,2,15,2,1,0,0,32.38
18190,Zinasco,0.0,0.0,0.326,0,1,29,0,0,0,5,40.866
18191,Cornale e Bastida,0.0,0.0,0.001,0,0,10,0,0,0,0,52.489
18192,Corteolona e Genzone,0.0,0.0,0.0,0,0,18,1,0,3,1,31.688
18193,Colli Verdi,0.0,1.331,0.003,0,2,28,11,0,0,2,59.951
19001,Acquanegra Cremonese,0.0,0.0,0.118,0,0,6,0,0,1,5,44.502
19002,Agnadello,0.0,0.0,6.379,0,1,11,0,0,2,4,22.611
19003,Annicco,0.0,0.0,0.0,0,0,22,1,0,0,4,40.202
19004,Azzanello,0.0,0.0,6.351,1,0,12,0,0,1,2,34.718
19005,Bagnolo Cremasco,0.0,0.0,2.801,0,0,20,0,0,7,3,28.234
19006,Bonemerse,0.0,0.0,0.414,0,0,4,0,0,0,3,35.248
19007,Bordolano,0.0,0.0,3.008,0,2,1,0,0,0,4,31.64
19009,Calvatone,0.0,0.0,8.559,0,0,5,1,0,2,3,34.389
19010,Camisano,0.0,0.0,0.0,0,0,5,0,0,0,0,25.277
19011,Campagnola Cremasca,0.0,0.0,0.0,0,0,1,0,0,0,2,30.115
19012,Capergnanica,0.0,0.0,0.0,0,4,15,1,0,2,2,31.643
19013,Cappella Cantone,0.0,0.0,0.0,0,0,7,0,0,1,5,43.854
19014,Cappella de' Picenardi,0.0,0.0,0.0,0,1,0,0,0,0,1,32.414
19015,Capralba,0.0,0.111,0.0,0,0,7,2,0,0,2,26.686
19016,Casalbuttano ed Uniti,0.0,0.0,0.002,0,0,9,0,0,0,17,34.832
19017,Casale Cremasco-Vidolasco,0.0,0.0,2.712,0,0,3,0,0,1,0,25.64
19018,Casaletto Ceredano,0.0,0.0,3.526,0,0,7,0,0,0,0,31.098
19019,Casaletto di Sopra,0.0,0.0,0.056,0,0,8,0,0,0,0,29.116
19020,Casaletto Vaprio,0.0,0.0,0.0,0,0,7,0,0,0,4,29.324
19021,Casalmaggiore,0.0,0.0,3.132,2,2,51,3,1,3,29,21.746
19022,Casalmorano,0.0,0.0,0.049,0,1,0,0,0,2,0,36.751
19023,Casteldidone,0.0,0.0,0.0,0,1,0,0,0,0,4,27.812
19024,Castel Gabbiano,0.0,0.0,2.238,0,0,1,3,0,0,0,22.43
19025,Castelleone,0.0,0.0,0.007,2,6,26,0,0,11,7,42.438
19026,Castelverde,0.0,0.0,2.834,0,1,14,0,0,3,19,36.821
19027,Castelvisconti,0.0,0.0,4.199,0,0,0,0,0,0,0,33.135
19028,Cella Dati,0.0,0.0,0.0,0,0,1,0,0,0,4,29.527
19029,Chieve,0.0,0.0,0.068,0,0,9,0,0,1,2,29.266
19030,Cicognolo,0.0,0.0,0.0,0,2,14,0,0,1,4,30.956
19031,Cingia de' Botti,0.0,0.0,0.0,0,0,3,0,0,0,12,28.268
19032,Corte de' Cortesi con Cignone,0.0,0.0,1.832,0,2,5,0,0,0,10,31.162
19033,Corte de' Frati,0.0,0.0,5.26,0,1,2,1,0,0,8,28.454
19034,Credera Rubbiano,0.0,0.0,8.454,0,3,18,3,0,0,4,34.035
19035,Crema,0.0,0.0,13.987,1,8,151,7,1,58,61,33.436
19036,Cremona,0.0,1.295,18.261,8,13,216,17,0,41,88,39.665
19037,Cremosano,0.0,0.0,1.557,0,0,10,0,0,1,0,29.964
19038,Crotta d'Adda,0.0,0.0,8.843,0,1,5,0,0,0,4,47.42
19039,Cumignano sul Naviglio,0.0,0.0,0.0,0,0,2,0,0,0,1,37.144
19040,Derovere,0.0,0.0,0.0,0,0,2,1,0,0,3,31.932
19041,Dovera,0.0,0.0,11.576,1,1,22,3,0,5,18,22.675
19043,Fiesco,0.0,0.0,0.0,0,0,5,0,0,0,6,37.786
19044,Formigara,0.0,0.0,10.014,0,0,13,0,0,3,5,44.775
19045,Gabbioneta-Binanuova,0.0,0.0,7.869,0,0,4,2,0,0,10,25.391
19046,Gadesco-Pieve Delmona,0.0,0.0,0.0,0,0,1,1,0,3,7,33.717
19047,Genivolta,0.0,0.0,10.217,0,0,3,0,0,1,0,36.999
19048,Gerre de' Caprioli,0.0,1.032,4.329,0,1,6,0,0,0,0,35.573
19049,Gombito,0.0,0.0,7.153,0,0,9,0,0,1,1,42.169
19050,Grontardo,0.0,0.0,0.0,0,0,7,0,0,0,10,29.127
19051,Grumello Cremonese ed Uniti,0.0,0.0,0.0,0,1,7,0,0,2,6,44.43
19052,Gussola,0.0,0.0,2.022,0,1,4,2,0,1,8,20.567
19053,Isola Dovarese,0.0,0.0,5.082,0,0,2,1,0,0,5,28.709
19054,Izano,0.0,0.058,0.0,0,4,11,0,0,1,6,35.37
19055,Madignano,0.0,0.0,3.183,1,3,9,1,0,0,3,37.112
19056,Malagnino,0.0,0.0,0.0,0,0,5,0,0,0,10,36.504
19057,Martignana di Po,0.0,0.0,1.644,0,1,4,0,0,0,4,20.871
19058,Monte Cremasco,0.0,0.0,0.295,0,0,3,0,0,1,2,24.674
19059,Montodine,0.0,0.0,9.46,0,5,13,0,0,3,3,38.379
19060,Moscazzano,0.0,0.0,4.338,0,4,16,0,0,0,0,36.249
19061,Motta Baluffi,0.0,0.0,0.007,0,0,5,2,0,0,8,25.131
19062,Offanengo,0.0,0.0,0.131,0,0,16,0,0,4,1,31.816
19063,Olmeneta,0.0,0.0,0.0,0,0,1,0,0,0,0,31.656
19064,Ostiano,0.0,0.0,7.887,0,3,12,0,1,0,13,23.254
19065,Paderno Ponchielli,0.0,0.0,0.014,0,0,2,2,0,0,12,38.532
19066,Palazzo Pignano,0.0,0.0,3.19,0,1,18,4,0,0,3,24.902
19067,Pandino,0.0,0.0,11.653,0,1,29,2,0,5,6,21.303
19068,Persico Dosimo,0.0,0.0,0.0,0,0,11,0,0,2,17,33.397
19069,Pescarolo ed Uniti,0.0,0.0,0.0,1,1,5,0,0,2,10,28.049
