istat_code,municipality,sea_coast_km,lake_coast_km,protected_areas_sqkm,museums,architectural_features,sports_facilities,nature_based,theme_parks,nightlife,public_transport_points,airport_straight_km
90065,Sedini,0.0,0.0,0.0,3,2,6,0,0,0,0,50.17
90066,Semestene,0.0,0.0,0.0,0,0,4,0,0,0,0,46.087
90067,Sennori,0.0,0.0,0.0,0,10,15,0,0,1,0,33.668
90068,Siligo,0.0,0.0,0.0,1,1,7,0,0,0,0,38.293
90069,Sorso,15.959,0.0,0.096,1,1,58,7,0,0,0,31.942
90070,Tempio Pausania,0.0,0.0,0.0,4,3,32,14,0,3,0,32.681
90071,Thiesi,0.0,0.0,0.0,1,3,7,0,0,0,0,33.218
90072,Tissi,0.0,0.0,0.0,1,0,9,0,0,0,0,23.578
90073,Torralba,0.0,0.0,0.0,1,1,8,0,0,0,0,44.954
90074,Trinità d'Agultu e Vignola,37.821,0.0,1.749,0,2,85,0,1,4,0,48.649
90075,Tula,0.0,0.0,0.0,0,1,6,0,0,1,0,47.827
90076,Uri,0.0,0.0,0.0,0,0,11,0,0,0,0,14.856
90077,Usini,0.0,0.0,0.0,1,6,12,0,0,0,0,20.276
90078,Villanova Monteleone,10.51,0.0,0.0,1,2,11,0,0,0,0,23.429
90079,Valledoria,3.21,0.0,0.07,0,0,37,6,0,2,0,54.848
90080,Telti,0.0,0.0,0.0,1,0,6,0,0,1,0,13.592
90081,Badesi,8.442,0.0,0.075,0,0,61,1,0,2,0,54.146
90082,Viddalba,0.0,0.0,0.0,1,1,3,1,0,0,0,49.376
90083,Golfo Aranci,32.619,0.0,0.0,0,10,102,0,0,1,0,10.834
90084,Loiri Porto San Paolo,8.747,0.884,0.0,0,0,40,1,0,1,0,7.876
90085,Sant'Antonio di Gallura,0.0,0.0,0.0,0,0,7,1,0,0,0,18.416
90086,Tergu,0.0,0.0,0.0,0,0,3,0,0,0,0,42.858
90087,Santa Maria Coghinas,0.0,0.0,0.0,0,1,7,0,0,0,0,54.703
90088,Erula,0.0,0.0,0.0,1,0,1,0,0,0,0,50.542
90089,Stintino,46.758,0.0,0.264,1,0,252,2,0,1,0,29.063
90090,Padru,0.0,0.0,10.347,1,0,3,2,0,1,0,19.737
90091,Budoni,14.887,2.629,0.001,1,1,159,5,0,6,0,25.774
90092,San Teodoro,31.604,2.584,5.61,1,0,190,6,0,7,0,17.178
91001,Aritzo,0.0,0.0,77.161,4,4,7,8,0,0,0,48.241
91002,Arzana,9.498,0.0,99.802,0,3,4,7,0,0,0,69.445
91003,Atzara,0.0,0.0,0.393,1,0,5,0,0,0,0,36.744
91004,Austis,0.0,0.0,0.0,0,10,3,2,0,0,0,41.531
91005,Bari Sardo,9.33,0.0,0.0,0,1,28,5,0,2,0,79.868
91006,Baunei,33.694,0.0,84.826,1,0,15,11,0,1,0,87.452
91007,Belvì,0.0,0.0,6.528,1,0,3,0,1,1,0,44.721
91008,Birori,0.0,0.0,0.0,0,1,4,0,0,0,0,42.555
91009,Bitti,0.0,0.977,46.001,1,2,11,10,0,0,0,40.628
91010,Bolotana,0.0,0.0,0.0,1,2,4,12,0,1,0,53.976
91011,Borore,0.0,0.0,0.0,1,1,9,0,0,0,0,37.317
91012,Bortigali,0.0,0.0,0.0,1,0,6,2,0,0,0,48.214
91016,Desulo,0.0,0.0,101.925,1,0,8,7,0,0,0,53.789
91017,Dorgali,15.1,0.0,104.243,4,0,64,28,0,5,0,67.013
91018,Dualchi,0.0,0.0,0.0,0,1,2,0,0,0,0,42.952
91019,Elini,0.0,0.0,0.0,0,2,3,0,0,0,0,81.255
91024,Fonni,0.0,0.0,56.006,1,0,13,1,0,0,0,59.264
91025,Gadoni,0.0,0.0,0.813,0,1,4,0,0,0,0,45.506
91026,Gairo,3.661,0.0,31.93,0,3,9,10,0,0,0,71.72
91027,Galtellì,0.0,0.0,0.038,2,3,5,1,0,0,0,57.69
91028,Gavoi,0.0,0.0,14.786,3,0,16,0,0,0,0,56.717
91031,Girasole,0.0,0.0,0.0,0,4,14,1,0,0,0,85.895
91032,Ilbono,0.0,0.0,0.0,0,3,9,0,0,1,0,79.919
91033,Irgoli,0.0,0.0,3.83,1,1,8,1,0,0,0,49.158
91035,Jerzu,0.0,0.0,0.0,0,2,20,6,0,0,0,65.104
91037,Lanusei,3.416,0.0,0.0,4,0,31,2,0,0,0,72.026
91038,Lei,0.0,0.0,0.0,0,4,2,3,0,0,0,51.916
91039,Loceri,1.296,0.0,0.0,1,3,7,1,0,0,0,74.364
91040,Loculi,0.0,0.0,1.989,0,2,4,0,0,0,0,52.526
91041,Lodè,0.0,0.041,12.835,0,4,9,4,0,0,0,35.187
91042,Lotzorai,5.896,0.0,0.0,1,0,9,5,0,2,0,86.817
91043,Lula,0.0,0.0,49.479,1,3,5,3,0,0,0,47.928
91044,Macomer,0.0,0.0,0.0,2,6,26,0,0,1,0,45.176
91046,Mamoiada,0.0,0.0,0.0,3,2,9,0,0,0,0,64.428
91047,Meana Sardo,0.0,0.0,7.736,0,1,6,4,0,0,0,36.572
91050,Noragugume,0.0,0.0,0.0,0,1,3,1,0,0,0,45.656
91051,Nuoro,0.0,0.0,21.568,9,1,64,2,0,2,0,64.84
91055,Oliena,0.0,0.0,95.364,0,0,18,20,0,0,0,67.645
91056,Ollolai,0.0,0.0,5.572,0,0,3,0,0,0,0,55.221
91057,Olzai,0.0,0.0,2.487,1,0,2,0,0,0,0,48.937
91058,Onanì,0.0,0.0,0.0,0,9,4,0,0,0,0,41.008
91059,Onifai,0.0,0.0,0.0,0,0,3,0,0,0,0,53.261
91060,Oniferi,0.0,0.0,0.0,0,4,5,1,0,0,0,63.458
91061,Orani,0.0,0.0,0.0,2,4,8,0,0,1,0,61.915
91062,Orgosolo,0.0,0.0,162.136,2,17,9,12,0,0,0,70.722
91063,Orosei,22.136,0.0,5.503,1,4,73,7,0,18,0,57.449
91064,Orotelli,0.0,0.0,0.0,0,3,3,0,0,0,0,61.199
91066,Ortueri,0.0,0.0,0.0,0,0,3,0,0,0,0,32.637
91067,Orune,0.0,0.0,0.0,0,1,5,0,0,0,0,55.74
91068,Osidda,0.0,0.0,0.0,1,0,2,0,0,0,0,48.531
91069,Osini,0.0,0.0,0.004,0,2,4,4,0,0,0,66.748
91070,Ottana,0.0,0.0,0.0,2,1,6,0,0,0,0,49.926
91071,Ovodda,0.0,0.0,24.68,1,0,2,0,0,0,0,50.978
91072,Perdasdefogu,0.0,0.0,0.0,0,1,8,4,0,0,0,54.596
91073,Posada,6.071,0.0,0.0,0,2,14,1,0,0,0,32.89
91077,Sarule,0.0,0.0,0.0,1,4,3,0,0,0,0,55.365
91083,Silanus,0.0,0.0,0.0,1,12,3,0,0,0,0,48.933
91084,Sindia,0.0,0.0,0.0,0,4,6,1,0,0,0,43.731
91085,Siniscola,22.58,0.0,34.407,0,0,34,6,0,1,0,43.089
91086,Sorgono,0.0,0.0,25.918,0,0,6,1,0,0,0,39.804
91088,Talana,0.0,0.0,20.075,0,0,5,4,0,0,0,74.6
91089,Tertenia,10.555,0.0,0.0,1,9,67,4,0,6,0,65.505
91090,Teti,0.0,0.0,0.0,1,8,4,4,0,0,0,46.298
91091,Tiana,0.0,0.0,10.478,0,0,3,0,0,0,0,47.467
91093,Tonara,0.0,0.0,27.981,1,1,5,5,0,0,0,47.313
91094,Torpè,0.0,0.0,6.422,0,9,18,11,0,1,0,28.855
91095,Tortolì,14.637,0.0,0.0,0,4,97,3,0,3,0,86.412
91097,Triei,0.0,0.0,0.0,0,3,7,0,0,0,0,84.893
91098,Ulassai,0.0,0.0,0.0,2,2,4,8,0,0,0,60.584
91099,Urzulei,0.0,0.0,107.576,1,1,5,6,0,0,0,78.603
91100,Ussassai,0.0,0.0,23.883,0,7,3,3,0,0,0,63.806
91101,Villagrande Strisaili,0.0,0.0,125.4,0,6,13,6,0,1,0,69.259
91103,Cardedu,4.923,0.0,0.0,0,0,39,2,0,3,0,74.11
91104,Lodine,0.0,0.0,6.696,0,2,3,0,0,0,0,57.505
92003,Assemini,0.0,0.0,0.0,1,1,78,5,0,5,0,9.589
92009,Cagliari,29.935,0.724,13.844,23,53,501,5,1,28,0,4.036
92011,Capoterra,3.848,0.953,0.0,1,3,107,1,0,0,0,13.82
92015,Decimomannu,0.0,0.0,0.0,0,1,23,0,0,1,0,6.84
92037,Maracalagonis,3.808,0.0,1.737,1,3,62,1,0,1,0,27.374
92050,Pula,18.883,0.0,0.0,1,2,107,6,0,2,0,29.331
92051,Quartu Sant'Elena,21.377,0.0,13.642,2,1,296,6,0,2,0,20.599
92066,Sarroch,13.516,0.0,0.0,0,3,37,0,1,0,0,20.191
92068,Selargius,0.0,0.0,0.0,2,5,85,1,0,1,0,7.948
92074,Sestu,0.0,0.0,0.0,1,0,47,0,1,2,0,7.628
92075,Settimo San Pietro,0.0,0.0,0.0,2,0,20,0,0,0,0,11.562
92080,Sinnai,4.621,0.0,100.696,3,2,59,50,0,2,0,24.93
92090,Uta,0.0,0.0,0.0,0,1,22,9,0,0,0,12.292
92099,Villa San Pietro,0.0,0.0,0.0,0,0,14,4,0,0,0,23.526
92105,Quartucciu,0.0,0.0,0.136,1,0,35,0,1,1,0,18.043
92108,Elmas,0.0,0.0,0.0,0,2,33,0,0,1,0,1.393
92109,Monserrato,0.0,0.0,0.0,2,10,43,0,0,1,0,6.886
93001,Andreis,0.0,0.0,10.099,1,0,1,8,0,3,2,19.927
93002,Arba,0.0,0.0,0.0,0,0,5,2,0,0,3,20.234
93004,Aviano,0.0,0.0,0.0,0,5,135,30,0,12,26,6.505
93005,Azzano Decimo,0.0,0.0,0.0,0,1,32,0,0,16,53,18.085
93006,Barcis,0.0,0.0,18.036,0,5,3,20,0,2,2,18.6
93007,Brugnera,0.0,0.0,0.088,0,1,19,0,0,0,2,14.612
93008,Budoia,0.0,0.0,9.959,0,1,19,9,0,0,5,7.182
93009,Caneva,0.0,0.0,10.401,2,2,17,12,0,3,0,12.339
93010,Casarsa della Delizia,0.0,0.0,0.0,0,0,25,1,0,7,10,20.474
93011,Castelnovo del Friuli,0.0,0.039,6.573,1,0,3,2,0,1,4,30.016
93012,Cavasso Nuovo,0.0,0.0,0.0,1,1,7,0,0,3,9,22.537
93013,Chions,0.0,0.0,0.051,0,6,27,1,0,7,38,21.964
93014,Cimolais,0.0,0.0,83.965,0,0,4,21,0,2,2,24.302
93015,Claut,0.0,0.0,96.124,1,2,12,35,0,4,10,25.938
93016,Clauzetto,0.0,0.0,1.67,1,0,1,4,0,0,0,33.799
93017,Cordenons,0.0,0.0,20.801,0,0,41,1,0,6,71,10.552
93018,Cordovado,0.0,0.0,0.0,0,6,25,0,0,0,7,31.24
93019,Erto e Casso,0.0,3.327,27.984,3,1,4,23,0,3,6,15.164
93020,Fanna,0.0,0.0,0.0,0,0,2,0,0,2,5,20.319
93021,Fiume Veneto,0.0,0.189,0.093,1,1,80,0,0,14,56,16.203
93022,Fontanafredda,0.0,0.79,0.0,0,0,41,1,0,7,5,6.433
93024,Frisanco,0.0,0.0,27.11,0,0,6,14,0,2,3,22.754
93025,Maniago,0.0,0.0,8.633,1,2,22,3,0,11,9,15.713
93026,Meduno,0.0,0.0,0.0,0,4,8,3,0,0,2,26.152
93027,Montereale Valcellina,0.0,0.0,3.469,2,1,18,12,0,3,4,11.88
93028,Morsano al Tagliamento,0.0,0.151,0.922,0,0,9,1,0,6,20,32.888
93029,Pasiano di Pordenone,0.0,0.0,0.227,1,0,14,1,0,9,53,19.745
93030,Pinzano al Tagliamento,0.0,0.125,6.299,1,0,11,4,0,3,25,30.507
93031,Polcenigo,0.0,0.0,35.905,0,3,5,18,0,2,0,9.641
93032,Porcia,0.0,2.46,0.0,0,1,34,0,0,4,55,9.482
93033,Pordenone,0.0,2.288,0.0,9,6,106,0,1,41,271,9.772
93034,Prata di Pordenone,0.0,0.0,0.247,2,1,20,0,0,4,2,17.199
93035,Pravisdomini,0.0,0.0,0.0,0,2,17,0,0,3,20,24.64
93036,Roveredo in Piano,0.0,0.0,0.0,0,0,32,0,0,3,34,2.368
93037,Sacile,0.0,0.0,0.0,0,5,44,1,0,28,12,11.915
93038,San Giorgio della Richinvelda,0.0,0.0,0.661,1,9,15,1,0,3,1,19.492
93039,San Martino al Tagliamento,0.0,0.0,0.0,0,3,2,1,0,2,0,21.591
93040,San Quirino,0.0,0.0,4.375,0,0,33,2,0,4,2,6.735
93041,San Vito al Tagliamento,0.0,1.5,0.467,3,8,63,11,0,22,43,24.272
93042,Sequals,0.0,0.0,0.546,2,4,14,2,0,1,8,23.935
93043,Sesto al Reghena,0.0,1.791,0.147,0,8,32,1,0,9,67,26.518
93044,Spilimbergo,0.0,0.391,12.95,1,32,34,1,0,7,30,23.219
93045,Tramonti di Sopra,0.0,0.0,59.359,0,0,0,19,0,0,0,31.786
93046,Tramonti di Sotto,0.0,0.0,3.147,0,0,4,13,0,2,0,34.085
93047,Travesio,0.0,0.202,0.552,0,1,5,9,0,6,3,27.336
93049,Vito d'Asio,0.0,0.0,4.808,0,2,5,3,0,1,2,38.387
93050,Vivaro,0.0,0.0,7.664,1,0,15,0,0,0,0,15.201
93051,Zoppola,0.0,0.379,2.836,0,1,12,1,0,10,6,15.502
93052,Vajont,0.0,0.0,0.0,0,0,4,1,0,0,1,14.436
93053,Valvasone Arzene,0.0,0.0,0.0,1,5,11,1,0,1,4,21.101
94001,Acquaviva d'Isernia,0.0,0.0,0.0,0,0,2,0,0,0,0,83.804
94002,Agnone,0.0,0.0,0.193,4,7,29,6,0,5,2,71.767
94003,Bagnoli del Trigno,0.0,0.0,0.0,0,1,2,1,0,0,0,85.119
94004,Belmonte del Sannio,0.0,0.0,0.0,0,2,4,0,0,0,2,68.499
94005,Cantalupo nel Sannio,0.0,0.0,8.777,0,1,8,0,0,1,4,71.787
94006,Capracotta,0.0,0.0,0.07,1,1,16,6,0,0,0,67.872
94007,Carovilli,0.0,0.0,41.344,0,0,3,3,0,3,1,80.983
94008,Carpinone,0.0,0.0,7.807,0,7,11,3,0,1,6,79.545
94009,Castel del Giudice,0.0,0.0,0.008,0,0,2,0,0,1,0,64.724
94010,Castelpetroso,0.0,0.0,7.315,1,1,17,1,0,4,0,74.598
94011,Castelpizzuto,0.0,0.0,15.331,0,1,2,1,0,0,0,71.201
94012,Castel San Vincenzo,0.0,4.745,8.038,0,1,3,2,0,6,0,87.364
94013,Castelverrino,0.0,0.0,0.028,0,1,4,0,0,0,0,75.731
94014,Cerro al Volturno,0.0,0.0,0.0,0,1,5,0,0,1,0,86.174
94015,Chiauci,0.0,3.227,16.04,0,0,5,0,0,0,0,85.008
94016,Civitanova del Sannio,0.0,0.0,13.555,0,2,4,1,0,2,2,85.677
94017,Colli a Volturno,0.0,0.0,6.696,0,0,3,1,0,2,0,80.205
94018,Conca Casale,0.0,0.0,0.179,0,0,2,0,0,1,0,72.48
94019,Filignano,0.0,0.0,1.35,0,0,7,0,0,2,1,78.57
94020,Forlì del Sannio,0.0,0.0,0.147,0,1,5,0,0,1,0,82.819
94021,Fornelli,0.0,0.0,0.424,2,4,8,0,0,6,0,82.177
94022,Frosolone,0.0,0.0,25.312,0,0,5,2,0,0,0,81.876
94023,Isernia,0.0,0.0,4.005,4,0,40,1,0,12,7,80.717
94024,Longano,0.0,0.0,27.079,0,1,2,0,0,0,0,70.398
94025,Macchia d'Isernia,0.0,0.0,12.915,0,1,3,0,0,0,0,77.434
94026,Macchiagodena,0.0,0.0,12.679,0,1,8,3,0,0,0,75.724
94027,Miranda,0.0,0.0,0.195,0,0,3,3,0,2,0,84.339
94028,Montaquila,0.0,0.0,5.045,0,1,5,0,0,2,3,75.78
94029,Montenero Val Cocchiara,0.0,0.0,0.0,0,0,3,0,0,0,0,80.869
94030,Monteroduni,0.0,0.0,37.196,0,1,4,0,0,0,0,71.264
94031,Pesche,0.0,0.0,5.358,0,4,8,1,0,1,0,81.219
94032,Pescolanciano,0.0,0.0,38.004,3,1,1,2,0,4,1,83.381
94033,Pescopennataro,0.0,0.649,0.0,1,2,4,0,0,0,0,63.158
94034,Pettoranello del Molise,0.0,0.0,8.569,0,2,3,1,0,1,0,75.767
94035,Pietrabbondante,0.0,0.0,27.155,0,2,1,0,0,0,0,79.201
94036,Pizzone,0.0,0.0,22.175,0,0,1,5,0,1,0,85.088
94037,Poggio Sannita,0.0,0.0,0.048,0,3,7,0,0,0,0,77.062
94038,Pozzilli,0.0,0.0,1.786,0,3,13,0,0,3,0,72.777
94039,Rionero Sannitico,0.0,0.0,0.037,0,0,4,0,0,0,0,78.974
94040,Roccamandolfi,0.0,0.0,53.254,1,4,4,7,1,5,0,66.98
94041,Roccasicura,0.0,0.0,28.772,0,0,1,0,0,0,0,82.256
94042,Rocchetta a Volturno,0.0,0.0,7.401,2,1,11,1,0,4,1,85.2
94043,San Pietro Avellana,0.0,0.0,43.943,0,0,3,0,0,0,2,69.314
94044,Sant'Agapito,0.0,0.0,13.524,0,0,3,0,0,1,0,73.762
94045,Santa Maria del Molise,0.0,0.0,8.071,0,0,6,2,0,1,1,75.318
94046,Sant'Angelo del Pesco,0.0,0.0,0.0,0,0,2,0,0,0,0,61.756
94047,Sant'Elena Sannita,0.0,0.0,0.112,0,0,1,0,0,0,0,78.073
94048,Scapoli,0.0,0.0,1.723,2,0,3,0,0,0,0,82.11
94049,Sessano del Molise,0.0,0.117,6.116,0,0,3,3,0,1,2,84.325
94050,Sesto Campano,0.0,0.0,0.0,0,0,5,0,0,0,2,62.656
94051,Vastogirardi,0.0,0.0,63.604,1,2,4,5,0,2,3,75.133
94052,Venafro,0.0,0.0,7.414,3,3,11,3,0,3,5,68.313
95001,Abbasanta,0.0,0.0,0.0,1,1,11,1,0,0,0,29.305
95002,Aidomaggiore,0.0,0.0,0.0,0,0,2,0,0,0,0,36.012
95003,Albagiara,0.0,0.0,0.177,0,0,0,0,0,0,0,22.409
95004,Ales,0.0,0.0,0.0,2,2,10,0,0,0,0,19.34
95005,Allai,0.0,0.0,0.0,1,0,3,1,0,0,0,19.209
95006,Arborea,11.319,0.0,0.0,1,0,25,3,0,6,0,14.755
95007,Ardauli,0.0,0.0,0.0,1,0,5,1,0,0,0,31.28
95008,Assolo,0.0,0.0,0.05,0,0,2,0,0,0,0,24.602
95009,Asuni,0.0,0.0,0.0,1,0,3,0,0,0,0,26.353
95010,Baradili,0.0,0.0,0.0,0,1,5,0,1,0,0,28.603
95011,Baratili San Pietro,0.0,0.0,0.0,0,0,5,0,0,0,0,11.576
95012,Baressa,0.0,0.0,0.0,1,1,5,0,0,0,0,28.101
95013,Bauladu,0.0,0.0,0.027,0,0,7,0,0,0,0,14.734
95014,Bidonì,0.0,0.0,0.0,1,1,1,1,0,0,0,36.345
95015,Bonarcado,0.0,0.0,0.0,0,0,5,0,0,0,0,22.396
95016,Boroneddu,0.0,0.0,0.0,1,0,0,0,0,0,0,30.431
95017,Busachi,0.0,0.0,0.0,1,0,2,0,0,0,0,24.362
95018,Cabras,32.642,0.0,0.42,1,6,29,3,0,4,0,15.649
95019,Cuglieri,13.242,0.0,0.0,1,2,20,2,0,4,0,29.831
95020,Fordongianus,0.0,0.0,0.0,0,1,14,1,0,0,0,18.212
95021,Ghilarza,0.0,0.0,0.0,1,0,23,0,0,1,0,27.509
95022,Gonnoscodina,0.0,0.0,0.0,0,0,4,0,0,0,0,27.456
95023,Gonnosnò,0.0,0.0,0.057,1,0,2,0,0,0,0,24.581
95024,Gonnostramatza,0.0,0.0,0.0,1,1,2,0,0,0,0,29.004
95025,Marrubiu,0.0,0.0,0.152,1,1,12,1,0,1,0,13.346
95026,Masullas,0.0,0.0,0.0,3,0,6,2,0,1,0,23.519
95027,Milis,0.0,0.0,0.0,1,0,6,0,0,0,0,17.033
95028,Mogorella,0.0,0.0,0.0,0,1,3,0,0,0,0,18.73
95029,Mogoro,0.0,0.0,0.0,1,14,13,1,0,0,0,27.068
95030,Morgongiori,0.0,0.0,0.074,1,0,7,4,0,0,0,17.846
95031,Narbolia,1.944,0.0,0.0,0,0,11,2,0,3,0,19.091
95032,Neoneli,0.0,0.0,0.0,0,0,3,4,0,0,0,34.521
95033,Norbello,0.0,0.0,0.0,3,2,7,1,0,0,0,32.54
95034,Nughedu Santa Vittoria,0.0,0.0,0.0,1,0,4,4,0,0,0,37.78
95035,Nurachi,0.0,0.0,0.0,1,2,10,0,0,0,0,11.71
95036,Nureci,0.0,0.0,0.109,1,2,4,0,0,0,0,29.067
95037,Ollastra,0.0,0.0,0.0,0,1,4,0,0,0,0,12.142
95038,Oristano,7.695,0.0,0.0,3,9,131,2,1,12,0,2.82
95039,Palmas Arborea,0.0,0.0,0.0,0,0,16,0,0,0,0,6.16
95040,Pau,0.0,0.0,0.0,1,6,1,2,0,0,0,15.771
95041,Paulilatino,0.0,0.0,2.225,1,1,5,2,0,0,0,21.293
95042,Pompu,0.0,0.0,0.0,1,1,6,0,0,0,0,22.797
95043,Riola Sardo,1.788,0.0,0.0,0,1,8,0,0,0,0,16.699
95044,Ruinas,0.0,0.0,0.0,0,0,3,0,0,0,0,20.93
95045,Samugheo,0.0,0.0,0.0,1,1,7,0,0,0,0,26.812
95046,San Nicolò d'Arcidano,0.0,0.0,0.0,1,12,5,0,0,1,0,25.34
95047,Santa Giusta,10.681,0.0,0.0,0,2,21,0,0,4,0,5.707
95048,Villa Sant'Antonio,0.0,0.0,0.0,0,1,2,0,0,0,0,22.442
95049,Santu Lussurgiu,0.0,0.0,0.0,1,1,12,1,0,0,0,29.289
95050,San Vero Milis,19.909,0.0,0.0,1,0,19,0,0,1,0,18.452
95051,Scano di Montiferro,0.0,0.0,0.008,0,2,5,1,0,0,0,36.404
95052,Sedilo,0.0,0.0,3.049,1,1,17,9,0,1,0,40.672
95053,Seneghe,0.0,0.0,0.0,0,0,3,0,0,0,0,21.803
95054,Senis,0.0,0.0,0.0,0,0,4,0,0,0,0,26.275
95055,Sennariolo,0.0,0.0,0.0,0,6,1,0,0,0,0,36.808
95056,Siamaggiore,0.0,0.0,0.0,0,0,8,0,0,0,0,6.408
95057,Siamanna,0.0,0.0,0.0,0,0,5,0,0,0,0,11.735
95058,Simala,0.0,0.0,0.0,0,0,4,0,0,0,0,24.798
95059,Simaxis,0.0,0.0,0.0,0,3,9,0,0,0,0,5.948
95060,Sini,0.0,0.0,0.143,0,1,2,0,0,0,0,27.175
95061,Siris,0.0,0.0,0.0,0,0,2,0,0,0,0,22.157
95062,Solarussa,0.0,0.0,0.124,1,5,8,0,0,0,0,9.117
95063,Sorradile,0.0,0.0,1.625,0,0,2,1,0,0,0,38.283
95064,Tadasuni,0.0,0.0,0.0,1,0,8,0,0,0,0,31.272
95065,Terralba,4.572,0.0,0.0,3,0,34,0,0,13,0,20.387
95066,Tramatza,0.0,0.0,0.0,0,2,11,0,0,0,0,11.477
95067,Tresnuraghes,10.741,0.0,0.0,1,1,10,0,0,0,0,38.763
95068,Ulà Tirso,0.0,0.0,0.0,0,0,1,0,0,0,0,27.596
95069,Uras,0.0,0.0,0.009,1,0,8,0,0,1,0,21.477
95070,Usellus,0.0,0.0,0.0,0,0,7,0,0,0,0,18.385
95071,Villanova Truschedu,0.0,0.0,0.0,0,2,6,1,0,0,0,15.109
95072,Villaurbana,0.0,0.0,0.0,0,1,6,0,0,0,0,12.222
95073,Villa Verde,0.0,0.0,0.0,1,0,2,0,0,0,0,16.505
95074,Zeddiani,0.0,0.0,0.0,0,2,5,0,0,0,0,10.303
95075,Zerfaliu,0.0,0.0,0.062,0,1,8,0,0,0,0,11.181
95076,Siapiccia,0.0,0.0,0.0,0,0,3,0,0,0,0,12.797
95077,Curcuris,0.0,0.0,0.0,0,1,2,0,0,0,0,22.832
95078,Soddì,0.0,0.0,0.0,0,0,0,0,0,0,0,33.268
95079,Bosa,30.159,0.0,0.0,4,3,33,3,0,0,0,35.741
95080,Flussio,0.0,0.0,0.0,1,7,2,0,0,0,0,40.449
95082,Laconi,0.0,0.0,8.532,3,1,9,9,0,0,0,35.02
95083,Magomadas,2.372,0.0,0.0,1,1,9,0,0,0,0,41.776
95084,Modolo,0.0,0.0,0.0,0,3,1,0,0,0,0,43.839
95085,Montresta,0.0,0.0,0.0,1,4,3,0,0,0,0,32.598
95086,Sagama,0.0,0.0,0.0,0,7,2,0,0,0,0,40.943
95087,Suni,0.0,0.0,0.005,1,6,8,0,0,0,0,43.393
95088,Tinnura,0.0,0.0,0.0,0,24,2,0,0,0,0,42.102
96001,Ailoche,0.0,0.0,0.0,0,0,1,5,0,0,0,42.055
96002,Andorno Micca,0.0,0.0,0.022,0,0,2,9,0,0,0,50.751
96003,Benna,0.0,0.0,3.25,0,1,3,1,0,0,0,47.68
96004,Biella,0.0,1.055,15.502,5,13,71,47,0,10,52,52.246
96005,Bioglio,0.0,0.0,1.97,0,0,2,7,0,0,0,50.239
96006,Borriana,0.0,0.0,0.726,0,0,0,0,0,0,0,45.557
96007,Brusnengo,0.0,0.345,1.064,0,0,8,0,0,1,0,36.307
96008,Callabiana,0.0,0.051,1.1,0,1,3,7,0,0,1,51.804
96009,Camandona,0.0,0.0,0.475,0,5,2,10,0,0,2,50.352
96010,Camburzano,0.0,0.0,0.0,1,0,2,2,0,0,0,46.869
96012,Candelo,0.0,0.315,3.424,2,0,7,2,0,0,1,48.011
96013,Caprile,0.0,0.0,0.0,0,0,0,4,0,0,0,44.916
96014,Casapinta,0.0,0.0,0.0,0,0,0,5,0,0,0,41.036
96015,Castelletto Cervo,0.0,0.0,0.49,0,0,2,1,0,0,0,39.616
96016,Cavaglià,0.0,0.0,0.0,0,5,14,2,0,0,8,42.383
96018,Cerrione,0.0,0.0,3.28,0,3,2,6,0,0,12,44.861
96019,Coggiola,0.0,0.202,0.0,0,0,5,20,0,0,3,45.229
96020,Cossato,0.0,0.338,3.501,1,2,25,4,0,3,6,43.062
96021,Crevacuore,0.0,0.0,0.0,0,1,3,5,0,1,3,40.741
96023,Curino,0.0,0.0,0.0,0,0,1,12,0,0,0,38.08
96024,Donato,0.0,0.178,0.23,1,0,3,13,0,0,0,42.994
96025,Dorzano,0.0,0.102,0.0,0,1,0,0,0,1,2,43.788
96026,Gaglianico,0.0,0.0,0.0,0,3,8,0,0,3,7,50.14
96027,Gifflenga,0.0,0.0,0.0,0,0,0,0,0,0,0,41.157
96028,Graglia,0.0,0.106,0.565,1,1,6,20,0,0,6,46.975
96030,Magnano,0.0,0.0,9.021,0,0,1,6,0,0,0,40.673
96031,Massazza,0.0,0.0,1.918,0,2,1,0,0,0,1,46.714
96032,Masserano,0.0,0.0,0.972,0,1,5,6,0,1,0,38.271
96033,Mezzana Mortigliengo,0.0,0.0,0.0,1,0,1,5,0,0,0,41.791
96034,Miagliano,0.0,0.0,0.0,0,0,0,2,0,1,0,53.197
96035,Mongrando,0.0,0.0,3.402,3,1,6,5,0,0,4,44.704
96037,Mottalciata,0.0,0.472,2.356,0,0,10,0,0,0,0,43.113
96038,Muzzano,0.0,0.0,3.228,1,0,0,6,0,0,2,47.968
96039,Netro,0.0,0.0,0.0,0,0,0,10,0,0,3,44.495
96040,Occhieppo Inferiore,0.0,0.0,2.043,0,2,8,2,0,3,11,48.043
96041,Occhieppo Superiore,0.0,0.0,0.759,0,0,5,1,0,0,4,49.208
96042,Pettinengo,0.0,0.0,0.0,1,2,1,11,0,0,0,51.48
96043,Piatto,0.0,0.0,0.783,0,0,15,0,0,0,0,46.717
96044,Piedicavallo,0.0,0.223,0.0,0,0,2,17,0,0,1,46.203
96046,Pollone,0.0,0.101,0.624,0,0,3,20,0,1,1,48.824
96047,Ponderano,0.0,0.0,0.01,0,0,25,0,0,0,2,48.194
96048,Portula,0.0,0.267,0.361,0,2,3,7,0,1,4,45.789
